record_date,region,site,team,manager_name,shift,employee_id,scheduled_start_ts,actual_start_ts,is_late,adherence_minutes,total_tasks,completed_tasks,utilization_rate,tenure_band,cohort
2026-05-08,Central,PHX1,Support,Manager D,Afternoon,E1308,2026-05-08T06:00:00,2026-05-08T05:53:00,0,-7,47,38,0.794,3+ years,Experienced
2026-04-24,Central,SEA2,Outbound,Manager B,Morning,E1425,2026-04-24T06:00:00,2026-04-24T06:00:00,0,0,46,42,0.563,1-3 years,Experienced
2026-06-01,East,SEA1,Support,Manager D,Afternoon,E5709,2026-06-01T08:00:00,2026-06-01T08:03:00,0,3,47,44,0.771,3+ years,Experienced
2026-05-27,West,SEA2,Outbound,Manager B,Afternoon,E5094,2026-05-27T14:00:00,2026-05-27T14:01:00,1,1,75,71,0.93,1-3 years,Experienced
2026-05-27,East,SEA1,Outbound,Manager C,Night,E6259,2026-05-27T22:00:00,2026-05-27T21:56:00,0,-4,117,88,0.673,1-3 years,New Hire
2026-04-24,Central,SEA1,Inbound,Manager D,Afternoon,E1959,2026-04-24T22:00:00,2026-04-24T22:23:00,1,23,101,91,0.773,0-3 months,Experienced
2026-06-06,East,SEA1,Inbound,Manager C,Afternoon,E3858,2026-06-06T14:00:00,2026-06-06T13:56:00,0,-4,73,70,0.601,3-12 months,New Hire
2026-03-01,East,SEA1,Support,Manager D,Morning,E5244,2026-03-01T06:00:00,2026-03-01T05:52:00,0,-8,110,102,0.574,1-3 years,New Hire
2026-06-23,West,ATL1,Inbound,Manager B,Night,E4343,2026-06-23T14:00:00,2026-06-23T13:53:00,0,-7,104,89,0.754,1-3 years,Experienced
2026-06-24,Central,SEA1,Outbound,Manager C,Night,E7139,2026-06-24T22:00:00,2026-06-24T22:21:00,1,21,117,110,0.684,3+ years,Experienced
2026-06-09,Central,SEA2,Inbound,Manager C,Afternoon,E9368,2026-06-09T06:00:00,2026-06-09T06:01:00,0,1,43,33,0.635,1-3 years,New Hire
2026-04-07,East,SEA2,Support,Manager A,Afternoon,E7849,2026-04-07T06:00:00,2026-04-07T05:55:00,0,-5,112,98,0.78,0-3 months,New Hire
2026-06-05,Central,ATL1,Outbound,Manager C,Night,E4782,2026-06-05T22:00:00,2026-06-05T22:01:00,0,1,77,75,0.681,3+ years,Experienced
2026-01-30,East,DAL1,Outbound,Manager C,Night,E4774,2026-01-30T08:00:00,2026-01-30T08:33:00,1,33,49,47,0.811,3+ years,Experienced
2026-02-28,Central,ATL1,Outbound,Manager B,Morning,E9274,2026-02-28T08:00:00,2026-02-28T07:56:00,0,-4,83,68,0.583,3-12 months,Experienced
2026-06-11,West,SEA2,Inbound,Manager B,Afternoon,E3070,2026-06-11T08:00:00,2026-06-11T08:17:00,1,17,110,102,0.738,0-3 months,Experienced
2026-01-07,East,SEA1,Support,Manager D,Morning,E5806,2026-01-07T08:00:00,2026-01-07T07:57:00,0,-3,56,47,0.773,0-3 months,Experienced
2026-03-28,Central,SEA1,Support,Manager C,Morning,E8816,2026-03-28T06:00:00,2026-03-28T05:58:00,0,-2,120,103,0.884,3-12 months,New Hire
2026-05-31,East,SEA2,Support,Manager C,Morning,E5576,2026-05-31T06:00:00,2026-05-31T05:59:00,0,-1,88,73,0.621,0-3 months,New Hire
2026-03-18,West,PHX1,Support,Manager D,Morning,E4451,2026-03-18T22:00:00,2026-03-18T21:58:00,0,-2,80,75,0.931,3+ years,Experienced
2026-05-28,Central,SEA1,Outbound,Manager B,Afternoon,E5250,2026-05-28T14:00:00,2026-05-28T14:18:00,1,18,102,87,0.904,0-3 months,New Hire
2026-06-20,Central,SEA2,Inbound,Manager B,Morning,E1422,2026-06-20T14:00:00,2026-06-20T14:03:00,1,3,109,96,0.628,1-3 years,New Hire
2026-03-14,Central,DAL1,Inbound,Manager D,Night,E2423,2026-03-14T22:00:00,2026-03-14T21:53:00,0,-7,55,47,0.723,3-12 months,Experienced
2026-06-21,East,PHX1,Support,Manager B,Morning,E9402,2026-06-21T06:00:00,2026-06-21T05:57:00,0,-3,60,52,0.66,0-3 months,Experienced
2026-01-10,West,SEA1,Support,Manager C,Night,E5029,2026-01-10T22:00:00,2026-01-10T22:00:00,0,0,120,91,0.804,3-12 months,Experienced
2026-02-26,West,PHX1,Inbound,Manager D,Afternoon,E9459,2026-02-26T08:00:00,2026-02-26T08:03:00,0,3,103,84,0.629,3-12 months,New Hire
2026-04-22,East,DAL1,Support,Manager B,Night,E4845,2026-04-22T06:00:00,2026-04-22T05:52:00,0,-8,93,85,0.795,1-3 years,Experienced
2026-05-16,Central,PHX1,Outbound,Manager D,Morning,E2581,2026-05-16T08:00:00,2026-05-16T08:02:00,0,2,90,80,0.767,3-12 months,New Hire
2026-03-15,Central,DAL1,Inbound,Manager D,Afternoon,E3098,2026-03-15T22:00:00,2026-03-15T22:30:00,1,30,80,73,0.689,3+ years,Experienced
2026-06-03,East,SEA2,Outbound,Manager C,Morning,E6203,2026-06-03T22:00:00,2026-06-03T21:58:00,0,-2,47,41,0.679,3+ years,Experienced
2026-04-24,Central,DAL1,Inbound,Manager C,Afternoon,E7714,2026-04-24T22:00:00,2026-04-24T21:55:00,0,-5,83,75,0.568,3-12 months,New Hire
2026-05-18,Central,SEA1,Support,Manager C,Night,E2478,2026-05-18T08:00:00,2026-05-18T08:35:00,1,35,42,41,0.558,1-3 years,Experienced
2026-05-22,Central,SEA1,Inbound,Manager C,Night,E3644,2026-05-22T06:00:00,2026-05-22T05:54:00,0,-6,108,91,0.837,1-3 years,Experienced
2026-04-16,Central,ATL1,Inbound,Manager A,Night,E1692,2026-04-16T08:00:00,2026-04-16T08:02:00,1,2,107,82,0.709,3-12 months,Experienced
2026-03-19,East,SEA2,Support,Manager B,Night,E5423,2026-03-19T06:00:00,2026-03-19T06:08:00,1,8,88,80,0.602,0-3 months,New Hire
2026-01-19,Central,SEA1,Support,Manager B,Morning,E7965,2026-01-19T22:00:00,2026-01-19T22:26:00,1,26,64,61,0.894,0-3 months,Experienced
2026-03-12,Central,SEA2,Outbound,Manager D,Morning,E8919,2026-03-12T22:00:00,2026-03-12T21:58:00,0,-2,51,41,0.713,1-3 years,New Hire
2026-04-08,West,DAL1,Outbound,Manager C,Night,E7510,2026-04-08T06:00:00,2026-04-08T06:03:00,0,3,53,45,0.781,3-12 months,Experienced
2026-04-05,Central,ATL1,Support,Manager C,Morning,E5095,2026-04-05T22:00:00,2026-04-05T22:02:00,0,2,50,38,0.618,0-3 months,New Hire
2026-04-14,West,ATL1,Support,Manager B,Night,E1598,2026-04-14T22:00:00,2026-04-14T22:32:00,1,32,72,61,0.846,1-3 years,Experienced
2026-01-02,East,SEA2,Outbound,Manager D,Night,E2334,2026-01-02T14:00:00,2026-01-02T14:02:00,0,2,70,58,0.834,0-3 months,Experienced
2026-06-29,West,DAL1,Inbound,Manager B,Morning,E1639,2026-06-29T06:00:00,2026-06-29T05:53:00,0,-7,61,48,0.898,3+ years,Experienced
2026-02-13,East,SEA2,Support,Manager D,Night,E5441,2026-02-13T22:00:00,2026-02-13T21:56:00,0,-4,55,47,0.668,1-3 years,Experienced
2026-05-25,Central,SEA2,Support,Manager B,Afternoon,E4450,2026-05-25T08:00:00,2026-05-25T08:03:00,0,3,87,76,0.65,1-3 years,New Hire
2026-02-12,East,SEA1,Outbound,Manager B,Afternoon,E2537,2026-02-12T22:00:00,2026-02-12T22:05:00,1,5,40,33,0.625,3+ years,Experienced
2026-01-25,Central,ATL1,Support,Manager B,Afternoon,E5656,2026-01-25T06:00:00,2026-01-25T06:15:00,1,15,84,76,0.921,3+ years,Experienced
2026-04-05,Central,PHX1,Support,Manager B,Night,E2676,2026-04-05T22:00:00,2026-04-05T22:10:00,1,10,53,49,0.662,3-12 months,Experienced
2026-03-26,West,ATL1,Outbound,Manager B,Night,E3348,2026-03-26T14:00:00,2026-03-26T14:15:00,1,15,67,51,0.871,3-12 months,Experienced
2026-01-01,West,SEA1,Inbound,Manager D,Morning,E7442,2026-01-01T14:00:00,2026-01-01T13:59:00,0,-1,81,66,0.854,3+ years,Experienced
2026-05-02,East,PHX1,Outbound,Manager A,Night,E3341,2026-05-02T14:00:00,2026-05-02T13:55:00,0,-5,61,60,0.883,3+ years,Experienced
2026-05-06,Central,SEA1,Outbound,Manager C,Night,E4502,2026-05-06T14:00:00,2026-05-06T14:24:00,1,24,99,93,0.688,3-12 months,Experienced
2026-04-06,Central,SEA1,Outbound,Manager C,Morning,E5157,2026-04-06T08:00:00,2026-04-06T07:52:00,0,-8,115,95,0.588,0-3 months,Experienced
2026-01-09,Central,DAL1,Inbound,Manager C,Afternoon,E8446,2026-01-09T14:00:00,2026-01-09T13:52:00,0,-8,113,108,0.895,3+ years,New Hire
2026-05-02,West,SEA1,Inbound,Manager B,Afternoon,E1918,2026-05-02T06:00:00,2026-05-02T05:54:00,0,-6,56,43,0.884,3+ years,New Hire
2026-03-22,East,ATL1,Inbound,Manager A,Afternoon,E7000,2026-03-22T06:00:00,2026-03-22T06:02:00,0,2,80,77,0.618,0-3 months,Experienced
2026-04-17,West,SEA1,Support,Manager B,Morning,E9281,2026-04-17T06:00:00,2026-04-17T05:53:00,0,-7,62,53,0.66,3+ years,New Hire
2026-06-12,Central,PHX1,Support,Manager C,Afternoon,E2444,2026-06-12T06:00:00,2026-06-12T06:30:00,1,30,112,107,0.584,0-3 months,New Hire
2026-02-16,East,SEA2,Support,Manager A,Afternoon,E5042,2026-02-16T06:00:00,2026-02-16T05:52:00,0,-8,67,60,0.734,1-3 years,New Hire
2026-02-03,West,SEA1,Support,Manager C,Afternoon,E5469,2026-02-03T14:00:00,2026-02-03T14:09:00,1,9,112,92,0.64,3-12 months,New Hire
2026-03-17,East,DAL1,Inbound,Manager D,Afternoon,E3793,2026-03-17T14:00:00,2026-03-17T13:57:00,0,-3,84,79,0.759,0-3 months,Experienced
2026-02-09,Central,DAL1,Support,Manager C,Afternoon,E2486,2026-02-09T08:00:00,2026-02-09T08:03:00,0,3,104,92,0.847,3-12 months,Experienced
2026-02-25,East,PHX1,Inbound,Manager B,Morning,E1554,2026-02-25T22:00:00,2026-02-25T21:59:00,0,-1,115,95,0.776,1-3 years,New Hire
2026-06-11,West,SEA1,Outbound,Manager D,Morning,E8648,2026-06-11T14:00:00,2026-06-11T14:02:00,0,2,52,41,0.693,3-12 months,New Hire
2026-04-23,Central,ATL1,Support,Manager D,Night,E8906,2026-04-23T22:00:00,2026-04-23T21:59:00,0,-1,71,57,0.699,3+ years,Experienced
2026-01-11,West,ATL1,Outbound,Manager D,Morning,E5924,2026-01-11T08:00:00,2026-01-11T08:01:00,0,1,91,81,0.616,3-12 months,New Hire
2026-02-03,West,SEA1,Outbound,Manager B,Morning,E4283,2026-02-03T14:00:00,2026-02-03T13:59:00,0,-1,90,71,0.55,3-12 months,Experienced
2026-03-20,Central,SEA2,Inbound,Manager D,Morning,E1081,2026-03-20T06:00:00,2026-03-20T06:16:00,1,16,59,54,0.888,3+ years,New Hire
2026-03-30,West,DAL1,Support,Manager D,Night,E7350,2026-03-30T06:00:00,2026-03-30T05:59:00,0,-1,88,84,0.832,3-12 months,Experienced
2026-02-04,East,PHX1,Support,Manager D,Afternoon,E1440,2026-02-04T22:00:00,2026-02-04T22:00:00,0,0,49,40,0.818,3-12 months,New Hire
2026-03-02,West,PHX1,Support,Manager A,Afternoon,E1724,2026-03-02T14:00:00,2026-03-02T13:58:00,0,-2,49,44,0.605,3-12 months,Experienced
2026-04-22,West,PHX1,Support,Manager B,Afternoon,E5276,2026-04-22T06:00:00,2026-04-22T05:56:00,0,-4,79,66,0.879,3+ years,New Hire
2026-02-11,West,ATL1,Outbound,Manager A,Morning,E3635,2026-02-11T22:00:00,2026-02-11T22:03:00,0,3,52,47,0.712,1-3 years,New Hire
2026-05-28,West,DAL1,Outbound,Manager D,Morning,E8377,2026-05-28T22:00:00,2026-05-28T21:52:00,0,-8,78,66,0.847,1-3 years,Experienced
2026-03-27,East,SEA1,Outbound,Manager D,Morning,E5224,2026-03-27T14:00:00,2026-03-27T13:53:00,0,-7,59,44,0.929,3-12 months,Experienced
2026-04-22,Central,DAL1,Inbound,Manager A,Afternoon,E5134,2026-04-22T06:00:00,2026-04-22T05:59:00,0,-1,86,65,0.79,3+ years,Experienced
2026-06-22,West,SEA1,Outbound,Manager B,Night,E2829,2026-06-22T14:00:00,2026-06-22T13:58:00,0,-2,42,36,0.669,1-3 years,New Hire
2026-05-17,Central,SEA2,Inbound,Manager A,Morning,E4999,2026-05-17T22:00:00,2026-05-17T22:10:00,1,10,103,88,0.66,3+ years,New Hire
2026-01-20,Central,PHX1,Inbound,Manager A,Morning,E7922,2026-01-20T14:00:00,2026-01-20T14:03:00,0,3,50,41,0.805,3+ years,New Hire
2026-02-17,West,SEA1,Inbound,Manager B,Afternoon,E1800,2026-02-17T14:00:00,2026-02-17T13:56:00,0,-4,118,103,0.892,1-3 years,Experienced
2026-02-25,East,PHX1,Support,Manager B,Night,E5668,2026-02-25T22:00:00,2026-02-25T22:02:00,0,2,45,40,0.914,1-3 years,New Hire
2026-04-15,West,SEA1,Support,Manager B,Afternoon,E4626,2026-04-15T08:00:00,2026-04-15T07:59:00,0,-1,116,109,0.804,3-12 months,New Hire
2026-03-25,East,SEA1,Outbound,Manager D,Night,E1205,2026-03-25T08:00:00,2026-03-25T08:02:00,0,2,116,96,0.706,1-3 years,Experienced
2026-03-23,West,DAL1,Outbound,Manager D,Morning,E2287,2026-03-23T14:00:00,2026-03-23T14:03:00,0,3,61,56,0.652,3+ years,Experienced
2026-01-22,West,ATL1,Outbound,Manager C,Afternoon,E6761,2026-01-22T08:00:00,2026-01-22T07:59:00,0,-1,99,74,0.8,3+ years,Experienced
2026-01-06,West,ATL1,Outbound,Manager B,Night,E2588,2026-01-06T14:00:00,2026-01-06T14:00:00,0,0,56,47,0.93,3+ years,New Hire
2026-02-24,West,ATL1,Inbound,Manager B,Afternoon,E7851,2026-02-24T06:00:00,2026-02-24T06:03:00,0,3,91,80,0.691,1-3 years,Experienced
2026-04-03,Central,PHX1,Support,Manager D,Night,E3571,2026-04-03T06:00:00,2026-04-03T05:58:00,0,-2,103,96,0.665,3-12 months,Experienced
2026-03-15,Central,ATL1,Outbound,Manager B,Afternoon,E7722,2026-03-15T06:00:00,2026-03-15T05:53:00,0,-7,89,79,0.717,3-12 months,New Hire
2026-06-08,West,SEA2,Support,Manager A,Night,E3727,2026-06-08T08:00:00,2026-06-08T08:03:00,0,3,92,90,0.68,3+ years,New Hire
2026-04-05,West,ATL1,Outbound,Manager B,Night,E8736,2026-04-05T06:00:00,2026-04-05T05:54:00,0,-6,98,82,0.9,3-12 months,Experienced
2026-02-03,West,SEA1,Inbound,Manager D,Morning,E8559,2026-02-03T14:00:00,2026-02-03T14:02:00,0,2,117,100,0.647,0-3 months,Experienced
2026-02-10,Central,DAL1,Inbound,Manager A,Night,E2152,2026-02-10T08:00:00,2026-02-10T08:02:00,0,2,92,88,0.948,3+ years,Experienced
2026-05-18,East,ATL1,Support,Manager A,Night,E1653,2026-05-18T06:00:00,2026-05-18T06:03:00,0,3,47,38,0.709,1-3 years,Experienced
2026-05-11,East,DAL1,Inbound,Manager B,Morning,E6567,2026-05-11T22:00:00,2026-05-11T22:01:00,0,1,54,50,0.697,3-12 months,New Hire
2026-05-04,Central,PHX1,Outbound,Manager A,Morning,E5838,2026-05-04T08:00:00,2026-05-04T08:03:00,0,3,102,95,0.853,3+ years,Experienced
2026-04-26,Central,ATL1,Support,Manager A,Afternoon,E6942,2026-04-26T14:00:00,2026-04-26T13:54:00,0,-6,106,87,0.638,1-3 years,Experienced
2026-02-10,Central,DAL1,Outbound,Manager C,Night,E4734,2026-02-10T14:00:00,2026-02-10T14:09:00,1,9,58,52,0.894,0-3 months,New Hire
2026-05-30,West,SEA2,Inbound,Manager C,Night,E6639,2026-05-30T14:00:00,2026-05-30T14:00:00,0,0,106,90,0.797,3-12 months,Experienced
2026-05-14,East,DAL1,Support,Manager B,Afternoon,E2060,2026-05-14T14:00:00,2026-05-14T13:59:00,0,-1,62,54,0.702,1-3 years,New Hire
2026-03-21,West,SEA2,Outbound,Manager A,Morning,E9587,2026-03-21T08:00:00,2026-03-21T07:57:00,0,-3,103,89,0.915,3-12 months,New Hire
2026-04-04,East,DAL1,Inbound,Manager C,Night,E2301,2026-04-04T06:00:00,2026-04-04T05:56:00,0,-4,110,108,0.889,0-3 months,Experienced
2026-05-26,West,SEA2,Support,Manager B,Afternoon,E1659,2026-05-26T08:00:00,2026-05-26T08:02:00,0,2,71,57,0.837,1-3 years,Experienced
2026-01-24,Central,SEA1,Support,Manager C,Morning,E2610,2026-01-24T08:00:00,2026-01-24T08:15:00,1,15,71,63,0.783,0-3 months,Experienced
2026-06-12,Central,SEA2,Inbound,Manager D,Afternoon,E5914,2026-06-12T06:00:00,2026-06-12T06:13:00,1,13,52,46,0.636,0-3 months,Experienced
2026-01-29,West,SEA2,Support,Manager D,Night,E6384,2026-01-29T22:00:00,2026-01-29T21:56:00,0,-4,92,82,0.747,3+ years,Experienced
2026-06-15,West,PHX1,Inbound,Manager C,Night,E8988,2026-06-15T14:00:00,2026-06-15T14:00:00,0,0,104,86,0.726,0-3 months,Experienced
2026-05-11,Central,DAL1,Inbound,Manager A,Morning,E9824,2026-05-11T22:00:00,2026-05-11T22:02:00,0,2,78,60,0.895,3-12 months,New Hire
2026-01-28,East,SEA2,Support,Manager C,Afternoon,E4445,2026-01-28T08:00:00,2026-01-28T08:00:00,0,0,100,77,0.67,3-12 months,Experienced
2026-02-10,East,DAL1,Inbound,Manager B,Morning,E5413,2026-02-10T08:00:00,2026-02-10T08:00:00,0,0,100,91,0.865,3-12 months,Experienced
2026-05-01,Central,PHX1,Outbound,Manager C,Morning,E7834,2026-05-01T14:00:00,2026-05-01T14:03:00,0,3,80,68,0.72,0-3 months,Experienced
2026-01-15,Central,PHX1,Inbound,Manager D,Night,E7119,2026-01-15T22:00:00,2026-01-15T21:52:00,0,-8,65,52,0.837,0-3 months,Experienced
2026-04-20,West,PHX1,Support,Manager B,Night,E4983,2026-04-20T22:00:00,2026-04-20T22:01:00,0,1,104,89,0.66,3-12 months,Experienced
2026-05-03,East,SEA1,Outbound,Manager D,Night,E6614,2026-05-03T22:00:00,2026-05-03T22:01:00,0,1,115,97,0.591,1-3 years,Experienced
2026-04-23,East,SEA1,Inbound,Manager A,Afternoon,E5896,2026-04-23T14:00:00,2026-04-23T14:03:00,0,3,92,87,0.9,3-12 months,New Hire
2026-04-23,East,PHX1,Support,Manager C,Night,E6143,2026-04-23T08:00:00,2026-04-23T07:56:00,0,-4,42,32,0.858,1-3 years,Experienced
2026-02-24,West,PHX1,Inbound,Manager D,Afternoon,E3298,2026-02-24T08:00:00,2026-02-24T07:55:00,0,-5,73,59,0.849,0-3 months,Experienced
2026-04-20,West,DAL1,Support,Manager A,Morning,E9261,2026-04-20T22:00:00,2026-04-20T22:00:00,0,0,87,65,0.725,1-3 years,Experienced
2026-03-14,West,SEA1,Inbound,Manager A,Night,E8675,2026-03-14T14:00:00,2026-03-14T13:53:00,0,-7,108,85,0.755,3-12 months,New Hire
2026-06-25,East,PHX1,Outbound,Manager B,Afternoon,E8084,2026-06-25T22:00:00,2026-06-25T21:53:00,0,-7,63,57,0.686,0-3 months,Experienced
2026-05-28,East,SEA1,Outbound,Manager A,Night,E6351,2026-05-28T14:00:00,2026-05-28T14:21:00,1,21,94,74,0.892,3+ years,New Hire
2026-05-28,West,ATL1,Inbound,Manager B,Morning,E3086,2026-05-28T14:00:00,2026-05-28T13:54:00,0,-6,52,39,0.791,1-3 years,New Hire
2026-03-25,Central,SEA2,Inbound,Manager B,Night,E1447,2026-03-25T14:00:00,2026-03-25T13:58:00,0,-2,74,59,0.918,3-12 months,Experienced
2026-02-01,Central,SEA1,Support,Manager B,Afternoon,E3042,2026-02-01T22:00:00,2026-02-01T21:59:00,0,-1,96,81,0.632,0-3 months,New Hire
2026-05-10,West,SEA2,Inbound,Manager D,Morning,E9305,2026-05-10T06:00:00,2026-05-10T05:57:00,0,-3,80,68,0.634,1-3 years,Experienced
2026-03-07,West,DAL1,Inbound,Manager D,Morning,E8113,2026-03-07T06:00:00,2026-03-07T05:58:00,0,-2,52,43,0.928,1-3 years,New Hire
2026-06-29,East,DAL1,Inbound,Manager C,Afternoon,E1151,2026-06-29T06:00:00,2026-06-29T05:57:00,0,-3,45,35,0.65,3-12 months,New Hire
2026-02-05,West,SEA1,Support,Manager B,Morning,E7868,2026-02-05T22:00:00,2026-02-05T22:02:00,0,2,77,64,0.716,3-12 months,New Hire
2026-05-13,Central,SEA2,Inbound,Manager B,Afternoon,E6260,2026-05-13T08:00:00,2026-05-13T08:14:00,1,14,79,67,0.699,0-3 months,New Hire
2026-03-26,East,DAL1,Support,Manager B,Morning,E3781,2026-03-26T06:00:00,2026-03-26T05:52:00,0,-8,109,92,0.789,3-12 months,New Hire
2026-01-04,East,SEA2,Outbound,Manager A,Morning,E8215,2026-01-04T14:00:00,2026-01-04T14:31:00,1,31,99,98,0.892,3-12 months,New Hire
2026-03-21,Central,DAL1,Inbound,Manager C,Afternoon,E4215,2026-03-21T22:00:00,2026-03-21T21:57:00,0,-3,118,108,0.589,3-12 months,New Hire
2026-05-12,West,SEA2,Support,Manager A,Morning,E4706,2026-05-12T08:00:00,2026-05-12T08:03:00,0,3,91,74,0.796,1-3 years,New Hire
2026-06-18,East,PHX1,Outbound,Manager C,Night,E1560,2026-06-18T14:00:00,2026-06-18T13:54:00,0,-6,81,69,0.814,3+ years,New Hire
2026-02-20,Central,SEA1,Support,Manager A,Morning,E8927,2026-02-20T08:00:00,2026-02-20T07:55:00,0,-5,60,50,0.555,1-3 years,New Hire
2026-06-10,Central,DAL1,Outbound,Manager C,Morning,E6525,2026-06-10T22:00:00,2026-06-10T21:53:00,0,-7,75,68,0.756,3-12 months,Experienced
2026-03-29,Central,ATL1,Support,Manager A,Afternoon,E1416,2026-03-29T22:00:00,2026-03-29T21:57:00,0,-3,106,86,0.863,3-12 months,New Hire
2026-02-28,West,SEA1,Support,Manager C,Morning,E9269,2026-02-28T22:00:00,2026-02-28T22:23:00,1,23,79,68,0.771,3-12 months,Experienced
2026-05-11,East,SEA2,Inbound,Manager A,Night,E9692,2026-05-11T08:00:00,2026-05-11T08:03:00,0,3,85,74,0.862,0-3 months,Experienced
2026-05-19,East,ATL1,Outbound,Manager B,Morning,E3491,2026-05-19T08:00:00,2026-05-19T08:11:00,1,11,119,95,0.922,3+ years,New Hire
2026-03-13,West,DAL1,Outbound,Manager D,Afternoon,E2226,2026-03-13T06:00:00,2026-03-13T05:59:00,0,-1,81,63,0.925,1-3 years,Experienced
2026-02-23,Central,SEA1,Inbound,Manager B,Afternoon,E7406,2026-02-23T06:00:00,2026-02-23T05:54:00,0,-6,71,60,0.614,3-12 months,New Hire
2026-03-31,Central,SEA2,Inbound,Manager D,Afternoon,E1176,2026-03-31T06:00:00,2026-03-31T06:10:00,1,10,66,56,0.819,0-3 months,Experienced
2026-05-15,West,ATL1,Inbound,Manager D,Afternoon,E6593,2026-05-15T06:00:00,2026-05-15T05:53:00,0,-7,109,101,0.732,1-3 years,New Hire
2026-04-08,West,SEA1,Outbound,Manager D,Night,E2451,2026-04-08T14:00:00,2026-04-08T14:03:00,0,3,102,95,0.64,1-3 years,New Hire
2026-06-20,Central,DAL1,Inbound,Manager A,Afternoon,E7875,2026-06-20T22:00:00,2026-06-20T21:56:00,0,-4,75,73,0.806,1-3 years,Experienced
2026-01-22,East,SEA1,Outbound,Manager B,Night,E8993,2026-01-22T06:00:00,2026-01-22T05:55:00,0,-5,115,98,0.656,3+ years,Experienced
2026-01-11,East,ATL1,Inbound,Manager A,Night,E7911,2026-01-11T06:00:00,2026-01-11T06:16:00,1,16,86,76,0.834,3+ years,New Hire
2026-03-30,East,DAL1,Support,Manager A,Night,E3961,2026-03-30T22:00:00,2026-03-30T22:02:00,0,2,95,87,0.56,0-3 months,Experienced
2026-01-26,West,DAL1,Support,Manager D,Morning,E5532,2026-01-26T14:00:00,2026-01-26T13:56:00,0,-4,85,81,0.688,3+ years,New Hire
2026-03-25,Central,PHX1,Inbound,Manager C,Morning,E6763,2026-03-25T22:00:00,2026-03-25T21:57:00,0,-3,62,59,0.893,3-12 months,Experienced
2026-03-20,East,SEA1,Outbound,Manager C,Night,E8953,2026-03-20T06:00:00,2026-03-20T06:02:00,0,2,63,59,0.631,1-3 years,Experienced
2026-04-23,East,SEA2,Outbound,Manager A,Morning,E9818,2026-04-23T14:00:00,2026-04-23T14:20:00,1,20,104,96,0.774,3-12 months,Experienced
2026-06-08,Central,SEA2,Inbound,Manager D,Morning,E2697,2026-06-08T06:00:00,2026-06-08T05:54:00,0,-6,83,73,0.709,1-3 years,New Hire
2026-03-24,West,DAL1,Inbound,Manager B,Morning,E5019,2026-03-24T08:00:00,2026-03-24T07:56:00,0,-4,43,37,0.883,3-12 months,Experienced
2026-06-15,East,SEA2,Outbound,Manager B,Morning,E4149,2026-06-15T08:00:00,2026-06-15T08:01:00,0,1,101,96,0.716,3+ years,New Hire
2026-05-13,West,ATL1,Support,Manager C,Afternoon,E6245,2026-05-13T22:00:00,2026-05-13T21:57:00,0,-3,73,62,0.696,1-3 years,New Hire
2026-06-27,East,PHX1,Inbound,Manager B,Night,E4732,2026-06-27T08:00:00,2026-06-27T08:33:00,1,33,100,88,0.592,1-3 years,New Hire
2026-04-30,East,ATL1,Outbound,Manager D,Morning,E8347,2026-04-30T14:00:00,2026-04-30T13:58:00,0,-2,48,47,0.619,0-3 months,Experienced
2026-05-03,West,SEA1,Outbound,Manager A,Night,E9041,2026-05-03T08:00:00,2026-05-03T07:56:00,0,-4,112,91,0.909,3+ years,New Hire
2026-04-12,East,DAL1,Support,Manager C,Afternoon,E6152,2026-04-12T08:00:00,2026-04-12T08:01:00,0,1,105,103,0.608,0-3 months,New Hire
2026-04-02,West,SEA1,Inbound,Manager D,Night,E3969,2026-04-02T06:00:00,2026-04-02T06:03:00,0,3,64,51,0.791,0-3 months,Experienced
2026-01-31,West,SEA1,Outbound,Manager D,Morning,E6098,2026-01-31T14:00:00,2026-01-31T13:58:00,0,-2,100,78,0.687,1-3 years,New Hire
2026-04-21,Central,DAL1,Inbound,Manager C,Morning,E8401,2026-04-21T14:00:00,2026-04-21T13:55:00,0,-5,84,83,0.803,0-3 months,Experienced
2026-01-06,Central,ATL1,Support,Manager C,Morning,E1453,2026-01-06T06:00:00,2026-01-06T06:01:00,1,1,107,80,0.681,1-3 years,New Hire
2026-02-14,Central,ATL1,Inbound,Manager B,Afternoon,E3908,2026-02-14T08:00:00,2026-02-14T07:53:00,0,-7,59,53,0.78,3-12 months,Experienced
2026-01-08,Central,ATL1,Outbound,Manager C,Morning,E4164,2026-01-08T06:00:00,2026-01-08T06:12:00,1,12,115,101,0.91,3-12 months,Experienced
2026-04-27,West,DAL1,Support,Manager A,Morning,E7623,2026-04-27T22:00:00,2026-04-27T21:57:00,0,-3,58,46,0.877,0-3 months,Experienced
2026-01-16,East,ATL1,Support,Manager A,Morning,E7458,2026-01-16T22:00:00,2026-01-16T21:57:00,0,-3,107,95,0.831,3-12 months,Experienced
2026-03-24,Central,DAL1,Outbound,Manager D,Morning,E8931,2026-03-24T08:00:00,2026-03-24T07:58:00,0,-2,50,43,0.746,3+ years,Experienced
2026-05-08,West,SEA1,Inbound,Manager B,Night,E6138,2026-05-08T14:00:00,2026-05-08T13:56:00,0,-4,115,107,0.779,0-3 months,New Hire
2026-01-13,West,DAL1,Outbound,Manager A,Morning,E9335,2026-01-13T14:00:00,2026-01-13T14:02:00,0,2,95,88,0.76,1-3 years,New Hire
